english	translation	category	sub_category	source
Exactly. Well, in the arena below you can fight the Penance in teams of five players and, if you make it through nine waves of these monsters, we will pit you against their Queen. You can go through these waves	没错。嗯，在下面的竞技场里，你可以五人组队对抗忏悔者，如果能挺过九波这些怪物，我们就会让你挑战它们的女王。你可以	dialogue	Barbarian Assault tutorial	Captain Cain
as many times as you wish.	随意重复挑战这些波次。	dialogue	Barbarian Assault tutorial	Captain Cain
You will notice a ladder in the centre of this room. If you go down it you will find the briefing rooms. It's within these that you can sign up a team of four other players to enter the game with.	你会注意到这个房间中央有一个梯子。下去之后你会找到简报室。你可以在那里招募另外四名玩家组队加入游戏。	dialogue	Barbarian Assault tutorial	Captain Cain
Heading down the ladder...	走下梯子……	dialogue	Barbarian Assault tutorial	Captain Cain
You will notice there are ten numbered rooms - one for each wave of Penance you can fight - so you should go and stand in the wave room that you wish to start on, so long as you have reached that level.	你会注意到有十个编号的房间——每个对应你可以挑战的一波忏悔者——所以你应该去你想开始的波次房间站好，前提是你已经达到了那个等级。	dialogue	Barbarian Assault tutorial	Captain Cain
There are tables within each room from which you can pick up a scroll. Simply select 'use' on this scroll, then click on another player. You need to get the signature of four other members you want in your team.	每个房间里都有桌子，你可以从上面拿起一张卷轴。只需选择'使用'这张卷轴，然后点击另一名玩家。你需要获得你想要组队的其他四名成员的签名。	dialogue	Barbarian Assault tutorial	Captain Cain
Alternatively you can join someone else's team if they use the scroll on you.	或者，如果别人对你使用卷轴，你也可以加入他们的队伍。	dialogue	Barbarian Assault tutorial	Captain Cain
With a full team enlisted, add your name to the scroll by right-clicking and selecting 'Write-role', then proceed down one of the ladders to start a game. Note that you need to have 'Accept Aid' on to be signed up.	队伍满员后，右键点击卷轴并选择'写入-角色'来添加你的名字，然后走下其中一个梯子开始游戏。请注意，你需要开启'接受援助'才能被招募。	dialogue	Barbarian Assault tutorial	Captain Cain
You will also notice an additional larger room. In there, you don't have to sign up people to play with, just enter, and when there are enough people, we will start a game for you.	你还会注意到一个额外的大房间。在那里，你不需要招募玩家一起玩，直接进入，当人数足够时，我们会为你开始一局游戏。	dialogue	Barbarian Assault tutorial	Captain Cain
Going down the ladder from a recruitment room, this is the arena in which you shall be fighting.	从招募房间走下梯子，这就是你们将要战斗的竞技场。	dialogue	Barbarian Assault tutorial	Captain Cain
Once you have entered the battle, your task depends on which of the four roles you have chosen: Attacker, Defender, Collector or Healer. I will explain these roles shortly.	一旦进入战斗，你的任务取决于你选择的四个角色之一：攻击者、防御者、收藏家或治疗者。我稍后会解释这些角色。	dialogue	Barbarian Assault tutorial	Captain Cain
Each role is provided with a different piece of information in their interface. This information must be communicated to other members of your team using a horn, which we shall provide...	每个角色的界面都会提供不同的信息。这些信息必须通过我们提供的号角传达给你队伍的其他成员……	dialogue	Barbarian Assault tutorial	Captain Cain
The Penance use a form of telepathic communication, which one of our elders has managed to tap into and relay to anyone. You are rewarded 'Honour Points' dependant on how well you fight, which can later be	忏悔者使用一种心灵感应交流方式，我们的一位长者成功截获了这种信号并将其转播给所有人。根据你的战斗表现，你会获得'荣誉点数'，之后可以	dialogue	Barbarian Assault tutorial	Captain Cain
exchanged for rewards.	用来兑换奖励。	dialogue	Barbarian Assault tutorial	Captain Cain
Starting the game, all players are given an icon to show what role they are playing. If you choose to be an Attacker, you will find yourself with a red symbol around your feet.	游戏开始时，所有玩家都会获得一个图标来显示他们扮演的角色。如果你选择成为攻击者，你的脚下会出现一个红色符号。	dialogue	Barbarian Assault tutorial	Captain Cain
The Attacker can use melee, ranged or magic to attack the...	攻击者可以使用近战、远程或魔法来攻击……	dialogue	Barbarian Assault tutorial	Captain Cain
...Penance Fighters...	……忏悔者战士……	dialogue	Barbarian Assault tutorial	Captain Cain
...and the Penance Rangers.	……和忏悔者射手。	dialogue	Barbarian Assault tutorial	Captain Cain
These monsters have an intuitive defensive system that allows them to protect against different types of attack. This is good for them, but bad for you.	这些怪物拥有直觉性的防御系统，可以保护自己免受不同类型的攻击。这对它们有好处，但对你们来说就糟糕了。	dialogue	Barbarian Assault tutorial	Captain Cain
You will need to adopt one of four different fighting stances to overcome the Penance, which can be accessed via the combat menu.	你需要采用四种不同的战斗姿态之一来克服忏悔者，这可以通过战斗菜单来切换。	dialogue	Barbarian Assault tutorial	Captain Cain
If you attack in the wrong stance, your attacks will backfire against you.	如果你用错了姿态攻击，你的攻击会反噬你自己。	dialogue	Barbarian Assault tutorial	Captain Cain
The stance you are supposed to use will be displayed in the interface at the top right corner, next to the 'ear' icon - this is the information you last heard from the Collector.	你应该使用的姿态会显示在右上角的界面中，就在'耳朵'图标旁边——这是你上次从收藏家那里听到的信息。	dialogue	Barbarian Assault tutorial	Captain Cain
In this role, you are also responsible for telling the Collector what they have to do. Use the horn we give you to call out what is displayed next to the 'mouth' icon.	在这个角色中，你还要负责告诉收藏家他们需要做什么。使用我们给你的号角，喊出'嘴巴'图标旁边显示的内容。	dialogue	Barbarian Assault tutorial	Captain Cain
So, to recap: DO what is next to the EAR icon; SHOUT out what is next to the MOUTH icon.	所以，总结一下：做耳朵图标旁边的事；喊出嘴巴图标旁边的内容。	dialogue	Barbarian Assault tutorial	Captain Cain
Shouting out updates the other players' interfaces, so you need to make sure you regularly shout out the information next to the mouth. You will also see the current wave you are on and the role you are working	喊话会更新其他玩家的界面，所以你需要确保定期喊出嘴巴旁边的信息。你还会看到当前所在的波次以及你正在扮演的角色。	dialogue	Barbarian Assault tutorial	Captain Cain
with.	角色。	dialogue	Barbarian Assault tutorial	Captain Cain
You can get all the runes and arrows you could possibly need from the Attacker machine near the room's entrance - the machine with a red 'sword' symbol on it.	你可以从房间入口附近带有红色'剑'符号的攻击者机器那里，获取你可能需要的所有符咒和箭矢。	dialogue	Barbarian Assault tutorial	Captain Cain
You may want to check out the statues of the Penance Ranger and Penance Fighter near the entrance. It may give you a better idea of what you are up against when playing as an Attacker.	你可能想看看入口附近的忏悔者射手和忏悔者战士的雕像。这可能会让你在扮演攻击者时，更好地了解你将面对什么。	dialogue	Barbarian Assault tutorial	Captain Cain
If you're a Defender, you will find yourself with the blue symbol around your feet.	如果你是防御者，你的脚下会出现一个蓝色符号。	dialogue	Barbarian Assault tutorial	Captain Cain
As the Defender, you will have to stop the Penance Runners.	作为防御者，你必须阻止忏悔者跑手。	dialogue	Barbarian Assault tutorial	Captain Cain
These Penance Runners will start off at the far north end of the arena and make their way to the south end. This is a trick we are playing on them - luring them with the smell of their Queen - to test you.	这些忏悔者跑手会从竞技场的最北端出发，一路向南移动。这是我们给它们设下的圈套——用它们女王的气味引诱它们——来考验你们。	dialogue	Barbarian Assault tutorial	Captain Cain
As the Defender, the only way to stop these Penance is to lure them towards traps on the floor. There is one each at the east and west edges of the arena.	作为防御者，阻止这些忏悔者的唯一方法是将它们引诱到地板上的陷阱里。竞技场的东侧和西侧各有一个陷阱。	dialogue	Barbarian Assault tutorial	Captain Cain
You can lure them with a selection of food that's available from the Defender machine near the room's entrance - the machine with a blue 'shield' symbol on it. There are different types of food that you must drop	你可以用从房间入口附近带有蓝色'盾牌'符号的防御者机器那里获取的精选食物来引诱它们。有不同类型的食物，你必须将它们丢在忏悔者跑手附近的地板上，最后再在陷阱旁边丢下一块。	dialogue	Barbarian Assault tutorial	Captain Cain
on the floor in their vicinity, before finally dropping a piece next to the trap.	将它们丢在忏悔者跑手附近的地板上，最后再在陷阱旁边丢下一块。	dialogue	Barbarian Assault tutorial	Captain Cain
The type of food you are supposed to use (worms, tofu or crackers) will be displayed in the interface at the top right corner, next to the 'ear' icon. This is transmitted to you by the Healer.	你应该使用的食物类型（蠕虫、豆腐或拉炮）会显示在右上角的界面中，就在'耳朵'图标旁边。这是由治疗者传达给你的。	dialogue	Barbarian Assault tutorial	Captain Cain
The type of food changes as the Penance Runners wisen to your tactics, and if you use the wrong food type, the Penance Runners will discover your plans and head back from where they came. In this role, you	随着忏悔者跑手对你的战术变得警觉，食物类型会发生变化，如果你使用了错误的食物类型，忏悔者跑手会发现你的计划并掉头返回。在这个角色中，你还要负责告诉治疗者他们需要的信息。	dialogue	Barbarian Assault tutorial	Captain Cain
will also be responsible for telling the Healer the information they need. Simply use the horn we give you to call out what is next to the 'mouth' symbol.	还要负责告诉治疗者他们需要的信息。只需使用我们给你的号角，喊出'嘴巴'符号旁边的内容。	dialogue	Barbarian Assault tutorial	Captain Cain
Unfortunately, the traps don't last forever. You must fix them with the materials to the north.	不幸的是，陷阱不会永远持续。你必须用北边的材料来修复它们。	dialogue	Barbarian Assault tutorial	Captain Cain
You can also use these materials to build barricades over the cave entrances to slow down the Penance.	你也可以用这些材料在洞穴入口处建造路障，以减缓忏悔者的速度。	dialogue	Barbarian Assault tutorial	Captain Cain
Have a look at the statue of the Penance Runner near the entrance, if you want to learn a little more about these strange creatures.	如果你想多了解这些奇怪的生物，可以看看入口附近的忏悔者跑手雕像。	dialogue	Barbarian Assault tutorial	Captain Cain
By choosing to be a Collector, you'll find yourself with a yellow symbol.	选择成为收藏家，你的脚下会出现一个黄色符号。	dialogue	Barbarian Assault tutorial	Captain Cain
In the Collector role, you must pick up eggs that are dropped by defeated Penance. You can only hold so many at a time, but you can temporarily store them in a bag that we will provide you with when you enter.	在收藏家角色中，你必须捡起被击败的忏悔者掉落的蛋。你一次只能携带有限的数量，但你可以暂时将它们存放在我们进入时提供给你的袋子里。	dialogue	Barbarian Assault tutorial	Captain Cain
You must then take these eggs, and load them into the launchers up on the podiums, so they can be fired at the Penance. There are three types of egg: explosive, poison and stun.	然后你必须把这些蛋装入讲台上的蛋发射器中，这样它们就能被发射向忏悔者。有三种类型的蛋：爆炸蛋、毒蛋和眩晕术蛋。	dialogue	Barbarian Assault tutorial	Captain Cain
It's not quite as simple as that, though, because you can only pick up eggs of a certain colour at a certain time. This is because they have a special defence mechanism and will explode upon being touched.	不过，事情没那么简单，因为你只能在特定时间捡起特定颜色的蛋。这是因为它们有一种特殊的防御机制，一碰就会爆炸。	dialogue	Barbarian Assault tutorial	Captain Cain
The correct colour will be displayed in the interface at the top right corner, next to the 'ear' icon. This is communicated to you by the Attacker. You will also be responsible for telling the Attacker what type of stance	正确的颜色会显示在右上角的界面中，就在'耳朵'图标旁边。这是由攻击者传达给你的。你还要负责通过喊出'嘴巴'图标旁边的内容，	dialogue	Barbarian Assault tutorial	Captain Cain
to use, by calling out what is next to the 'mouth' icon. So, to recap: DO what is next to the EAR symbol; SHOUT what is next to the MOUTH symbol.	使用方法是喊出'嘴'图标旁边的内容。所以，总结一下：做'耳'图标旁边的事；喊出'嘴'图标旁边的事。	dialogue	Barbarian Assault tutorial	Captain Cain
I suggest you have a look at the statues of the various Penance, at the entrance to this arena. It may give you a better idea of what you'll be trying to avoid as you collect eggs, if you choose to be a Collector.	我建议你看看竞技场入口处各种忏悔者的雕像。如果你选择成为收藏家，这可能会让你更好地了解在收集蛋时你需要避开什么。	dialogue	Barbarian Assault tutorial	Captain Cain
By choosing to be a Healer, you will have a green circle around your feet. As a Healer, your job is to heal players and poison...	选择成为治疗者，你的脚下会出现一个绿色圆圈。作为治疗者，你的工作是治疗玩家并毒害……	dialogue	Barbarian Assault tutorial	Captain Cain
...the Penance healers. Look at those nasty teeth! They will heal their own kind and poison your team mates.	……忏悔者治疗者。看看那些恶心的牙齿！它们会治疗自己的同类并毒害你的队友。	dialogue	Barbarian Assault tutorial	Captain Cain
You can get vials from the Healer machine near the room's entrance - the machine with a green 'star' symbol on it. These vials can be used with the nearby spring...	你可以从房间入口附近带有绿色'星星'符号的治疗者机器那里获取小瓶。这些小瓶可以在附近的泉水处……	dialogue	Barbarian Assault tutorial	Captain Cain
...to fill up and create a special healing potion for use on other players.	……装满，制成一种特殊的治疗药水，用于其他玩家。	dialogue	Barbarian Assault tutorial	Captain Cain
The dispenser also gives poisoned food that you can use on the Penance Healers. There are three kinds of this poisoned food that you can use - tofu, worms and meat.	分配器还会提供有毒食物，你可以用来对付忏悔者治疗者。有三种有毒食物可以使用——豆腐、蠕虫和肉。	dialogue	Barbarian Assault tutorial	Captain Cain
The type to use will be displayed on the interface at the top right, next to the 'ear' icon, which is communicated to you by the Defender. You will also be responsible for telling the Defender which type of food they should be	要使用的类型会显示在右上角的界面中，就在'耳朵'图标旁边，这是由防御者传达给你的。你还要负责通过用号角喊出'嘴巴'图标旁边的内容，	dialogue	Barbarian Assault tutorial	Captain Cain
using, by calling out with the horn what is next to the 'mouth' icon. So, to recap: DO what is next to the EAR icon; SHOUT what is next to the MOUTH icon.	使用方法是吹响号角喊出'嘴'图标旁边的内容。所以，总结一下：做'耳'图标旁边的事；喊出'嘴'图标旁边的事。	dialogue	Barbarian Assault tutorial	Captain Cain
Along the bottom you will see the names of the other players and the state of their health. Keep this in mind and watch out for players that shout for your help.	在底部你会看到其他玩家的名字和他们的生命状态。记住这一点，并留意那些呼救的玩家。	dialogue	Barbarian Assault tutorial	Captain Cain
It'd be a good idea for you to take a look at the statue of the Penance Healer near the entrance. It should help you better understand what you would have to do should you choose the role of Healer.	你最好看看入口附近的忏悔者治疗者雕像。这应该能帮助你更好地理解，如果你选择治疗者角色，你需要做什么。	dialogue	Barbarian Assault tutorial	Captain Cain
Other than performing the task of your role, there are two other things you can do.	除了执行你角色的任务外，你还可以做另外两件事。	dialogue	Barbarian Assault tutorial	Captain Cain
There are two egg launchers in the arena. These are stocked up by the Collector, but can be fired by anyone. Simply click on the launcher, select the type of monster you want to fire at and the egg you want to	竞技场中有两个蛋发射器。这些由收藏家装填，但任何人都可以发射。只需点击发射器，选择你想攻击的怪物类型和你想发射的蛋	dialogue	Barbarian Assault tutorial	Captain Cain
fire (assuming there are eggs of that type loaded).	（假设那种类型的蛋已经装填好了）。	dialogue	Barbarian Assault tutorial	Captain Cain
You will also spot a rather large horn in the corner of the arena.	你还会在竞技场的角落里发现一个相当大的号角。	dialogue	Barbarian Assault tutorial	Captain Cain
Anyone can use this to shout out information to people in the arena. Using the horn, you will be shown an interface that will display all the information you need to know.	任何人都可以用它向竞技场中的人喊话。使用号角时，你会看到一个界面，显示所有你需要知道的信息。	dialogue	Barbarian Assault tutorial	Captain Cain
So, you will battle through the waves in your given role, earning Honour Points.	所以，你将按照指定的角色在波次中战斗，赚取荣誉点数。	dialogue	Barbarian Assault tutorial	Captain Cain
You will notice these blackboards dotted around. You can use these to view your progress as a soldier. You can battle through these waves as many times as you wish.	你会注意到这些散布各处的黑板。你可以用它们来查看你作为士兵的进度。你可以随意重复挑战这些波次。	dialogue	Barbarian Assault tutorial	Captain Cain
Also, should you want, there is a bank chest to allow you to stow away any items you don't need while in battle.	另外，如果你愿意，还有一个银行箱可以让你存放战斗中不需要的任何物品。	dialogue	Barbarian Assault tutorial	Captain Cain
Let me get something clear. At the start of the First Age, the mighty Guthix placed deposits of runes all around Gielinor for people to use. But this gift simply wasn't enough for some people, and they greedily	让我把话说清楚。在第一纪元之初，强大的古斯克斯在吉莱诺尔各地放置了符咒矿脉供人们使用。但这个礼物对某些人来说根本不够，他们贪婪地	dialogue	Barbarian Assault tutorial	Captain Cain
started crafting their own runes.	开始自己制作符石。	dialogue	Barbarian Assault tutorial	Captain Cain
We believe in only using those runes that were given to us in the first place. We have one such depository of runes that we have used ever since Guthix's kindness. We won't allow you to use runes that are no doubt	我们只相信使用最初赐予我们的那些符咒。我们有一个自古斯克斯的恩赐以来一直使用的符咒矿藏。我们不允许你使用那些无疑是你自己	dialogue	Barbarian Assault tutorial	Captain Cain
created by yourself or some other greedy runecrafter!	或其他贪婪的符石制作师制作的符石！	dialogue	Barbarian Assault tutorial	Captain Cain
We also won't let you use any prayers - there is no time to pray! Arrows, too, are provided in the arena, so you had better leave them behind.	我们也不允许你使用任何祈祷——没有时间祈祷！箭矢也在竞技场内提供，所以你最好把它们留在外面。	dialogue	Barbarian Assault tutorial	Captain Cain
On the tenth wave you will face the final battle. The dungeon you are placed in is slightly different from the other waves, but you can still perform your normal tasks within the roles of Attacker, Defender, Collector	在第十波，你将面对最终战斗。你所在的地牢与其他波次略有不同，但你仍然可以在攻击者、防御者、收藏家	dialogue	Barbarian Assault tutorial	Captain Cain
and Healer.	和治疗者的角色中执行你的正常任务。	dialogue	Barbarian Assault tutorial	Captain Cain
After a certain amount of time you will see the deadly Penance Queen. At this point you will need to remove all the other Penance from the room before you can go about tackling the Queen. Hence, it's best to get rid of	一段时间后，你会看到致命的忏悔者女王。此时，你需要先清除房间里所有其他的忏悔者，然后才能着手对付女王。因此，最好尽快	dialogue	Barbarian Assault tutorial	Captain Cain
the normal Penance as fast as possible.	消灭普通的忏悔者。	dialogue	Barbarian Assault tutorial	Captain Cain
With the Queen, your task will change. The Queen lays a new type of egg - a yellow egg!	面对女王时，你的任务会改变。女王会产下一种新型的蛋——黄色蛋！	dialogue	Barbarian Assault tutorial	Captain Cain
The Queen can't be beaten by normal combat or by normal eggs and hence, it is up to you as a team to change these yellow eggs into omega eggs.	女王无法通过普通战斗或普通蛋来击败，因此，你们团队需要将这些黄色蛋变成欧米伽蛋。	dialogue	Barbarian Assault tutorial	Captain Cain
The omega eggs can then be launched from the egg launcher back at the Queen!	然后，欧米伽蛋可以从蛋发射器发射回女王身上！	dialogue	Barbarian Assault tutorial	Captain Cain
The egg will need to be passed from one person to the next, each person doing something to the egg to prepare it and make it into an omega egg.	蛋需要从一个人传递给下一个人，每个人都要对蛋做一些处理，将其准备并制作成欧米伽蛋。	dialogue	Barbarian Assault tutorial	Captain Cain
I shall go through each role to tell you what you will be responsible for. This is a lot to take in but don't worry, I will provide you with a book that will remind you of your task.	我会逐一介绍每个角色，告诉你各自负责什么。信息量很大，但别担心，我会给你一本书，提醒你的任务。	dialogue	Barbarian Assault tutorial	Captain Cain
As the Collector, you must pick up the yellow eggs and pass them to the Healer. This you can do by simply selecting 'use' on the egg and then selecting the Healer. You will also have to take the omega eggs from the	作为收藏家，你必须捡起黄色蛋并将它们传递给治疗者。你可以通过选择'使用'蛋，然后选择治疗者来完成。你还需要从	dialogue	Barbarian Assault tutorial	Captain Cain
Defender and load them into the launcher.	防御者那里接过欧米伽蛋，并将它们装填到发射器中。	dialogue	Barbarian Assault tutorial	Captain Cain
As the Healer, you will be taking the yellow eggs from the Collector...	作为治疗者，你要从收藏家那里接过黄色蛋……	dialogue	Barbarian Assault tutorial	Captain Cain
...and dipping them in the poison pools to create a poisoned yellow egg, before passing them onto the Attacker.	……并将它们浸入毒池中，制成有毒的黄色蛋，然后再传递给攻击者。	dialogue	Barbarian Assault tutorial	Captain Cain
As the Attacker, you will be taking the poisoned yellow eggs from the Healer...	作为攻击者，你要从治疗者那里接过有毒的黄色蛋……	dialogue	Barbarian Assault tutorial	Captain Cain
...then attaching spikes, which you can break off from these mushrooms, before passing them on to the Defender.	……然后装上你可以从这些蘑菇上掰下来的尖刺，再传递给防御者。	dialogue	Barbarian Assault tutorial	Captain Cain
As the Defender, you will be taking the spiked, poisoned yellow eggs from the Attacker...	作为防御者，你要从攻击者那里接过带刺的有毒黄色蛋……	dialogue	Barbarian Assault tutorial	Captain Cain
...then heating them up in the lava to create an omega egg, before passing it onto the Collector who can then load the egg into the launcher.	……然后在熔岩中加热它们，制成欧米伽蛋，再传递给收藏家，然后收藏家就可以将蛋装填到发射器中。	dialogue	Barbarian Assault tutorial	Captain Cain
Then you can fire the egg at the Queen. Just repeat until she dies.	然后你就可以把蛋射向女王。重复这个过程直到她死亡。	dialogue	Barbarian Assault tutorial	Captain Cain
Again, don't worry, you will be given a book to remind you of these tasks.	再说一次，别担心，你会得到一本书来提醒你这些任务。	dialogue	Barbarian Assault tutorial	Captain Cain
So, would you like a book to remind you of your role?	那么，你想要一本书来提醒你的角色吗？	dialogue	Barbarian Assault tutorial	Captain Cain
I don't have enough space to carry one.	我没有足够的空间拿一个。	dialogue	Barbarian Assault tutorial	Player
Well, you can come back and get one from me at any time.	好吧，你随时可以回来找我拿一个。	dialogue	Barbarian Assault tutorial	Captain Cain
You may regret that, but remember you can come back and get one from me at any time.	你可能会后悔，但记住你随时可以回来找我拿一个。	dialogue	Barbarian Assault tutorial	Captain Cain
At the end of each wave of Penance you will be presented with a score sheet, which will inform you of how you performed as a team and how you performed as an individual.	在每一波忏悔者结束后，你会看到一张成绩单，告诉你你们团队的表现和你个人的表现。	dialogue	Barbarian Assault tutorial	Captain Cain
You will be rewarded Honour Points for each individual role (Attacker, Defender, Collector or Healer). You can then spend these Honour Points as you wish with Commander Connad, who you will find in this entrance	你会根据每个角色（攻击者、防御者、收藏家或治疗者）获得荣誉点数。然后你可以随自己意愿在康纳德指挥官那里花掉这些荣誉点数，他就在这个入口	dialogue	Barbarian Assault tutorial	Captain Cain
hall. The points you earn in the waves are dependant on how you perform, with a variety of factors counted towards it. You can see all these factors at the end of the wave and, hence, it is worth noting for future	大厅里。你在波次中获得的点数取决于你的表现，很多因素都会计入。你可以在每波结束时看到所有这些因素，因此值得记下来以便将来	dialogue	Barbarian Assault tutorial	Captain Cain
attempts.	尝试时参考。	dialogue	Barbarian Assault tutorial	Captain Cain
You can unlock special rewards for killing the Penance Queen. You should also take note that there is a maximum of 5000 Honour Points that you can save in each role before you have to go and spend them.	你可以通过击杀忏悔者女王解锁特殊奖励。另外注意，在你去花掉之前，每个角色最多可以储存5000荣誉点数。	dialogue	Barbarian Assault tutorial	Captain Cain
That's all I can tell you! You're ready to start your career, soldier!	我能告诉你的就这些了！你已经准备好开始你的职业生涯了，士兵！	dialogue	Barbarian Assault tutorial	Captain Cain
Sir! Thank you, sir!	长官！谢谢您，长官！	dialogue	Barbarian Assault tutorial	Player
Feel free to return to me at any time to repeat any of the training. It doesn't hurt to make sure you are totally clear on what you have to do.	随时可以回来找我重复任何训练。确保你对要做什么完全清楚总没坏处。	dialogue	Barbarian Assault tutorial	Captain Cain
Let me out! Let me out! When I get out of this crate, I'm going to give that axe merchant a piece of my mind.	放我出去！放我出去！等我出了这个板条箱，我一定要找那个卖斧头的商人算账。	dialogue	Bob's caged monkey	Monkey
That's exactly why I'm not letting you out. You've caused enough trouble as it is.	这正是我不放你出去的原因。你已经惹了够多麻烦了。	dialogue	Bob's caged monkey	Player
I didn't do anything at all! All I wanted was a monkey-sized battle axe and when I found one, that human started yelling and throwing things at me.	我什么都没做！我只是想要一把猴子大小的战斧，等我找到了，那个人类就开始大喊大叫，还朝我扔东西。	dialogue	Bob's caged monkey	Monkey
I even offered to pay for it but he wouldn't accept my money.	我甚至提出付钱，但他不肯收我的钱。	dialogue	Bob's caged monkey	Monkey
I mean you did try to steal his stuff first. Perhaps you should be more honest next time?	我的意思是你确实先试图偷他的东西。下次也许该更诚实一点？	dialogue	Bob's caged monkey	Player
But I'm a paying customer! I have rights! He can't treat me like that!	但我可是付钱的顾客！我有权利！他不能那样对我！	dialogue	Bob's caged monkey	Monkey
*sigh* If I put in a word with his manager, would that satisfy you?	*叹气* 如果我跟他的经理说句话，这样你满意了吗？	dialogue	Bob's caged monkey	Player
Only if I get compensation too!	除非我也得到补偿！	dialogue	Bob's caged monkey	Monkey
That was a mighty fine banana. Do you have any more?	刚才那根香蕉真不错。你还有吗？	dialogue	Cow's caged monkey	Monkey
I'm afraid that was the last one I had.	恐怕那是最后一根了。	dialogue	Cow's caged monkey	Player
Oh, that's unfortunate.	哦，真可惜。	dialogue	Cow's caged monkey	Monkey
You can speak?	你会说话？	dialogue	Cow's caged monkey	Player
And so can you. What's your point?	你也会啊。你想说什么？	dialogue	Cow's caged monkey	Monkey
I mean, how can you speak? I thought you guys could only say things like 'ook ook'? Is it magic?	我是说，你怎么能说话？我以为你们只会说'呜嗷呜嗷'？是魔法吗？	dialogue	Cow's caged monkey	Player
When we decided to come here and thwart your Humans Against Monkeys operation, we made sure to obtain some amulets of humanspeak so that we could better intimidate you all.	当我们决定来这里挫败你们那'人类对抗猴子'的行动时，我们确保弄到了一些人类语言护身符，这样就能更好地吓唬你们所有人。	dialogue	Cow's caged monkey	Monkey
I see... can I have your amulet of humanspeak?	我明白了……能把你的那个人类语言护身符给我吗？	dialogue	Cow's caged monkey	Player
Oh... okay then.	哦……好吧。	dialogue	Cow's caged monkey	Player
Ah! Is it gone yet? Did you kill it?	啊！它走了吗？你杀了它吗？	dialogue	Donie's caged monkey	Monkey
Kill what? Are you okay? What's wrong?	杀了什么？你还好吗？怎么了？	dialogue	Donie's caged monkey	Player
I... I'm not the bravest amongst my friends and when I left the group I saw this huge, creepy, green-skinned creature! I thought it was going to eat me!	我……我不是朋友里最勇敢的，我离开队伍时看到了一只巨大的、可怕的、绿色皮肤的生物！我以为它要吃了我！	dialogue	Donie's caged monkey	Monkey
Huge... green skinned?	巨大……绿色皮肤？	dialogue	Donie's caged monkey	Player
